record,year,band,node,collocate,register,title
10.1145/3705328.3748152,2025,LLM/genAI (2023+),conversational,learning,instrumental,Model Meets Knowledge: Analyzing Knowledge Types for Conversational Recommender 
10.1145/3731120.3744622,2025,LLM/genAI (2023+),conversational,modelling,instrumental,Modelling and Predicting User Actions in Conversational Information Retrieval
10.1145/3731120.3744622,2025,LLM/genAI (2023+),conversation,predict,instrumental,Modelling and Predicting User Actions in Conversational Information Retrieval
10.1145/3731120.3744622,2025,LLM/genAI (2023+),conversational,model,instrumental,Modelling and Predicting User Actions in Conversational Information Retrieval
10.1145/3731120.3744622,2025,LLM/genAI (2023+),conversation,model,instrumental,Modelling and Predicting User Actions in Conversational Information Retrieval
10.1145/3731120.3744622,2025,LLM/genAI (2023+),conversation,model,instrumental,Modelling and Predicting User Actions in Conversational Information Retrieval
10.1007/s12530-025-09692-y,2025,LLM/genAI (2023+),conversation,model,instrumental,Multi-source information diffusion model for conversation recommender system
10.1007/s12530-025-09692-y,2025,LLM/genAI (2023+),conversational,model,instrumental,Multi-source information diffusion model for conversation recommender system
10.1007/s12530-025-09692-y,2025,LLM/genAI (2023+),conversational,capture,instrumental,Multi-source information diffusion model for conversation recommender system
10.1007/s12530-025-09692-y,2025,LLM/genAI (2023+),conversation,capture,instrumental,Multi-source information diffusion model for conversation recommender system
10.1007/s12530-025-09692-y,2025,LLM/genAI (2023+),conversation,preference,instrumental,Multi-source information diffusion model for conversation recommender system
10.1007/s12530-025-09692-y,2025,LLM/genAI (2023+),interaction,feature,instrumental,Multi-source information diffusion model for conversation recommender system
10.1145/3705328.3759325,2025,LLM/genAI (2023+),conversation,preference,instrumental,PAIRSAT: Integrating Preference-Based Signals for User Satisfaction Estimation i
10.1145/3705328.3759325,2025,LLM/genAI (2023+),conversation,signal,instrumental,PAIRSAT: Integrating Preference-Based Signals for User Satisfaction Estimation i
10.1145/3705328.3759325,2025,LLM/genAI (2023+),conversation,predict,instrumental,PAIRSAT: Integrating Preference-Based Signals for User Satisfaction Estimation i
10.1145/3705328.3759325,2025,LLM/genAI (2023+),dialogue,signal,instrumental,PAIRSAT: Integrating Preference-Based Signals for User Satisfaction Estimation i
10.1016/j.neunet.2025.107443,2025,LLM/genAI (2023+),conversational,capture,instrumental,PCDe: A personalized conversational debiasing framework for next POI recommendat
10.1016/j.neucom.2025.130564,2025,LLM/genAI (2023+),conversational,modeling,instrumental,Q&A driven conversational recommendation integrating multiple interest modeling
10.1016/j.neucom.2025.130564,2025,LLM/genAI (2023+),conversational,preference,instrumental,Q&A driven conversational recommendation integrating multiple interest modeling
10.1016/j.neucom.2025.130564,2025,LLM/genAI (2023+),conversational,modeling,instrumental,Q&A driven conversational recommendation integrating multiple interest modeling
10.1016/j.neucom.2025.130564,2025,LLM/genAI (2023+),conversational,learning,instrumental,Q&A driven conversational recommendation integrating multiple interest modeling
10.1016/j.neucom.2025.130564,2025,LLM/genAI (2023+),conversation,learning,instrumental,Q&A driven conversational recommendation integrating multiple interest modeling
10.1016/j.neucom.2025.130564,2025,LLM/genAI (2023+),conversational,learn,instrumental,Q&A driven conversational recommendation integrating multiple interest modeling
10.1109/ICDM65498.2025.00159,2025,LLM/genAI (2023+),interactive,capture,instrumental,Reasoning over User Preferences: Knowledge Graph-Augmented LLMs for Explainable 
10.1109/ICDM65498.2025.00159,2025,LLM/genAI (2023+),interactive,preference,instrumental,Reasoning over User Preferences: Knowledge Graph-Augmented LLMs for Explainable 
10.1109/ICDM65498.2025.00159,2025,LLM/genAI (2023+),dialogue,capture,instrumental,Reasoning over User Preferences: Knowledge Graph-Augmented LLMs for Explainable 
10.1109/ICDM65498.2025.00159,2025,LLM/genAI (2023+),dialogue,preference,instrumental,Reasoning over User Preferences: Knowledge Graph-Augmented LLMs for Explainable 
10.1109/ICDM65498.2025.00159,2025,LLM/genAI (2023+),dialogue,preference,instrumental,Reasoning over User Preferences: Knowledge Graph-Augmented LLMs for Explainable 
10.1145/3701716.3715258,2025,LLM/genAI (2023+),conversational,simulator,instrumental,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational
10.1145/3701716.3715258,2025,LLM/genAI (2023+),interaction,simulator,instrumental,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational
10.1145/3701716.3715258,2025,LLM/genAI (2023+),interaction,model,instrumental,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational
10.1145/3701716.3715258,2025,LLM/genAI (2023+),interaction,simulate,instrumental,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational
10.1145/3701716.3715258,2025,LLM/genAI (2023+),interaction,preference,instrumental,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational
10.1145/3701716.3715258,2025,LLM/genAI (2023+),dialogue,rating,instrumental,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational
10.1145/3731446,2025,LLM/genAI (2023+),interactive,model,instrumental,Recommender AI Agent: Integrating Large Language Models for Interactive Recommen
10.1145/3731446,2025,LLM/genAI (2023+),interactive,capture,instrumental,Recommender AI Agent: Integrating Large Language Models for Interactive Recommen
10.1145/3731446,2025,LLM/genAI (2023+),conversation,model,instrumental,Recommender AI Agent: Integrating Large Language Models for Interactive Recommen
10.1145/3731446,2025,LLM/genAI (2023+),interactive,model,instrumental,Recommender AI Agent: Integrating Large Language Models for Interactive Recommen
10.1145/3746252.3761186,2025,LLM/genAI (2023+),conversational,learning,instrumental,STEP: Stepwise Curriculum Learning for Context-Knowledge Fusion in Conversationa
10.1145/3746252.3761186,2025,LLM/genAI (2023+),dialogue,preference,instrumental,STEP: Stepwise Curriculum Learning for Context-Knowledge Fusion in Conversationa
10.1145/3746252.3761186,2025,LLM/genAI (2023+),dialog,preference,instrumental,STEP: Stepwise Curriculum Learning for Context-Knowledge Fusion in Conversationa
10.1145/3746252.3761186,2025,LLM/genAI (2023+),dialog,profile,instrumental,STEP: Stepwise Curriculum Learning for Context-Knowledge Fusion in Conversationa
10.1145/3746252.3761186,2025,LLM/genAI (2023+),dialogue,preference,instrumental,STEP: Stepwise Curriculum Learning for Context-Knowledge Fusion in Conversationa
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,reward,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),conversation,reward,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),conversation,model,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),conversational,model,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,capture,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,preference,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),conversation,preference,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),conversational,model,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,preference,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,preference,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,reward,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1145/3726302.3730080,2025,LLM/genAI (2023+),interaction,model,instrumental,Search-Based Interaction For Conversation Recommendation via Generative Reward M
10.1007/s40747-024-01766-9,2025,LLM/genAI (2023+),dialogue,preference,instrumental,Sentimentally enhanced conversation recommender system
10.1007/s40747-024-01766-9,2025,LLM/genAI (2023+),dialogue,data,instrumental,Sentimentally enhanced conversation recommender system
10.1145/3743093.3770941,2025,LLM/genAI (2023+),interaction,capture,instrumental,Sequence-augmented Conversational Recommendation System Based on Diffusion Model
10.1145/3743093.3770941,2025,LLM/genAI (2023+),interaction,preference,instrumental,Sequence-augmented Conversational Recommendation System Based on Diffusion Model
10.1145/3743093.3770941,2025,LLM/genAI (2023+),interaction,preference,instrumental,Sequence-augmented Conversational Recommendation System Based on Diffusion Model
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,preference,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,elicitation,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,preference,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,elicitation,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,elicitation,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),interactive,preference,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,preference,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.1145/3699682.3728353,2025,LLM/genAI (2023+),conversational,elicitation,instrumental,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on 
10.3390/electronics14030632,2025,LLM/genAI (2023+),conversational,preference,instrumental,Study on a User Preference Conversational Recommender Based on a Knowledge Graph
10.3390/electronics14030632,2025,LLM/genAI (2023+),interaction,preference,instrumental,Study on a User Preference Conversational Recommender Based on a Knowledge Graph
10.3390/electronics14030632,2025,LLM/genAI (2023+),dialogue,preference,instrumental,Study on a User Preference Conversational Recommender Based on a Knowledge Graph
10.3390/electronics14030632,2025,LLM/genAI (2023+),dialogue,preference,instrumental,Study on a User Preference Conversational Recommender Based on a Knowledge Graph
10.3390/electronics14030632,2025,LLM/genAI (2023+),conversation,model,instrumental,Study on a User Preference Conversational Recommender Based on a Knowledge Graph
10.1109/ICWS67624.2025.00069,2025,LLM/genAI (2023+),conversational,preference,instrumental,Supervised Pretraining for in-Context Decision in Conversational Service Recomme
10.1109/ICWS67624.2025.00069,2025,LLM/genAI (2023+),interaction,preference,instrumental,Supervised Pretraining for in-Context Decision in Conversational Service Recomme
10.1109/ICWS67624.2025.00069,2025,LLM/genAI (2023+),dialogue,capture,instrumental,Supervised Pretraining for in-Context Decision in Conversational Service Recomme
10.1109/ICWS67624.2025.00069,2025,LLM/genAI (2023+),dialogue,preference,instrumental,Supervised Pretraining for in-Context Decision in Conversational Service Recomme
10.1016/j.csl.2024.101696,2025,LLM/genAI (2023+),conversational,elicitation,instrumental,The effect of preference elicitation methods on the user experience in conversat
10.1145/3696410.3714773,2025,LLM/genAI (2023+),conversational,learning,instrumental,Towards Efficient Conversational Recommendations: Expected Value of Information 
10.1145/3696410.3714773,2025,LLM/genAI (2023+),conversational,feature,instrumental,Towards Efficient Conversational Recommendations: Expected Value of Information 
10.1007/978-981-96-8180-8_25,2025,LLM/genAI (2023+),conversational,model,instrumental,Towards Retrieval-Augmented Large Language Model-Based Conversational Recommende
10.1007/s11432-023-4069-x,2025,LLM/genAI (2023+),dialogue,learning,instrumental,Towards few-shot mixed-type dialogue generation
10.1145/3705328.3748089,2025,LLM/genAI (2023+),conversational,model,instrumental,USB-Rec: An Effective Framework for Improving Conversational Recommendation Capa
10.1007/s10115-025-02539-7,2025,LLM/genAI (2023+),interaction,preference,instrumental,Unleashing the power of untuned large language models in recommender systems: a 
10.1145/3717831,2025,LLM/genAI (2023+),conversational,preference,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversational,policy,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversational,learning,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversational,policy,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversational,learning,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),interaction,preference,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversational,preference,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversation,preference,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3717831,2025,LLM/genAI (2023+),conversation,preference,instrumental,Vague Preference Policy Learning for Conversational Recommendation
10.1145/3690624.3709261,2025,LLM/genAI (2023+),interaction,query,instrumental,Why Not Together? A Multiple-Round Recommender System for Queries and Items
10.1145/3690624.3709261,2025,LLM/genAI (2023+),interaction,query,instrumental,Why Not Together? A Multiple-Round Recommender System for Queries and Items
10.1145/3690624.3709261,2025,LLM/genAI (2023+),interaction,query,instrumental,Why Not Together? A Multiple-Round Recommender System for Queries and Items
10.3991/ijoe.v22i01.58247,2026,LLM/genAI (2023+),conversational,model,instrumental,A Neuro-Symbolic AI Approach for a Conversational Workout Plan Recommender Syste
10.1016/j.ijhcs.2026.103743,2026,LLM/genAI (2023+),dialogue,intent,instrumental,A cross-domain study on the user experience of ChatGPT-based recommendations
10.1016/j.eswa.2026.132508,2026,LLM/genAI (2023+),conversational,model,instrumental,Conversational recommender systems with large language models: A review of curre
10.1016/j.eswa.2026.132508,2026,LLM/genAI (2023+),interaction,preference,instrumental,Conversational recommender systems with large language models: A review of curre
10.1016/j.eswa.2026.132508,2026,LLM/genAI (2023+),interaction,preference,instrumental,Conversational recommender systems with large language models: A review of curre
10.1016/j.ipm.2026.104919,2026,LLM/genAI (2023+),conversational,representation,instrumental,Densifying Knowledge Hypergraphs with LLM-based review distillation for conversa
10.1007/s10791-026-09923-z,2026,LLM/genAI (2023+),conversational,learning,instrumental,Emerging trends of recommender system for e-commerce: a comprehensive review
10.1007/s10791-026-09923-z,2026,LLM/genAI (2023+),conversational,model,instrumental,Emerging trends of recommender system for e-commerce: a comprehensive review
10.1007/978-981-95-4155-3_15,2026,LLM/genAI (2023+),conversation,preference,instrumental,Emotion-Based Conversational Recommendation by Inferring Implicit Users’ Prefere
10.1007/978-981-95-4155-3_15,2026,LLM/genAI (2023+),conversation,feedback,instrumental,Emotion-Based Conversational Recommendation by Inferring Implicit Users’ Prefere
10.1007/978-3-032-14107-1_23,2026,LLM/genAI (2023+),interaction,learning,instrumental,Empowering Recommender Systems with Agentic AI: Towards Adaptive Online Personal
10.1007/978-3-032-14107-1_23,2026,LLM/genAI (2023+),interaction,simulation,instrumental,Empowering Recommender Systems with Agentic AI: Towards Adaptive Online Personal
10.1016/j.inffus.2025.103735,2026,LLM/genAI (2023+),conversational,preference,instrumental,Fusing sequential recommender and ad-hoc planner for multi-faceted preference un
10.1016/j.inffus.2025.103735,2026,LLM/genAI (2023+),interaction,learn,instrumental,Fusing sequential recommender and ad-hoc planner for multi-faceted preference un
10.1016/j.inffus.2025.103735,2026,LLM/genAI (2023+),conversation,learn,instrumental,Fusing sequential recommender and ad-hoc planner for multi-faceted preference un
10.1007/978-981-96-7423-7_7,2026,LLM/genAI (2023+),conversational,data,instrumental,Guided Response Generation for Conversational Recommender Systems
10.3390/computers15010038,2026,LLM/genAI (2023+),conversation,model,instrumental,Hypergraph Conversational Recommendation System Fusing Pairwise Relationships
10.3390/computers15010038,2026,LLM/genAI (2023+),interaction,capture,instrumental,Hypergraph Conversational Recommendation System Fusing Pairwise Relationships
10.3390/computers15010038,2026,LLM/genAI (2023+),interaction,capture,instrumental,Hypergraph Conversational Recommendation System Fusing Pairwise Relationships
10.3390/computers15010038,2026,LLM/genAI (2023+),interaction,capture,instrumental,Hypergraph Conversational Recommendation System Fusing Pairwise Relationships
10.3390/computers15010038,2026,LLM/genAI (2023+),conversational,representation,instrumental,Hypergraph Conversational Recommendation System Fusing Pairwise Relationships
10.3390/computers15010038,2026,LLM/genAI (2023+),conversational,model,instrumental,Hypergraph Conversational Recommendation System Fusing Pairwise Relationships
10.1109/TCSS.2025.3608280,2026,LLM/genAI (2023+),conversation,embedding,instrumental,Knowledge-Aware Prompt-Tuning for Integrated Conversational Recommender System
10.1109/TCSS.2025.3608280,2026,LLM/genAI (2023+),conversation,prediction,instrumental,Knowledge-Aware Prompt-Tuning for Integrated Conversational Recommender System
10.1016/j.asoc.2026.115082,2026,LLM/genAI (2023+),conversational,learning,instrumental,LumiCRS: Asymmetric contrastive prototype learning for long-tail conversational 
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversational,optimization,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversational,model,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversational,model,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversation,model,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversational,optimize,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversation,preference,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1007/s10489-026-07165-6,2026,LLM/genAI (2023+),conversation,preference,instrumental,Multi-round self-optimization with large language models for conversational reco
10.1016/j.aei.2026.104888,2026,LLM/genAI (2023+),conversational,model,instrumental,PrefAnalyst: An LLM-based multi-agent system for customer preference identificat
10.1016/j.aei.2026.104888,2026,LLM/genAI (2023+),interaction,preference,instrumental,PrefAnalyst: An LLM-based multi-agent system for customer preference identificat
10.1016/j.aei.2026.104888,2026,LLM/genAI (2023+),interaction,representation,instrumental,PrefAnalyst: An LLM-based multi-agent system for customer preference identificat
10.1007/978-3-540-30480-7_40,2004,Origins (<=2017),conversational,simulate,instrumental,A knowledge-based framework for the rapid development of conversational recommen
10.1007/978-3-540-30480-7_40,2004,Origins (<=2017),dialog,model,instrumental,A knowledge-based framework for the rapid development of conversational recommen
10.1007/11536406_27,2005,Origins (<=2017),conversational,feedback,instrumental,A live-user evaluation of incremental dynamic critiquing
10.1007/11536406_34,2005,Origins (<=2017),conversational,model,instrumental,Critiquing with confidence
Knowledge Discovery in Databases: PKDD 2005 - 9th European C,2005,Origins (<=2017),conversational,preference,instrumental,Knowledge Discovery in Databases: PKDD 2005 - 9th European Conference on Princip
10.1007/11564126_25,2005,Origins (<=2017),conversational,preference,instrumental,Knowledge discovery from user preferences in conversational recommendation
10.1007/11564126_25,2005,Origins (<=2017),conversational,preference,instrumental,Knowledge discovery from user preferences in conversational recommendation
10.1007/11527886_78,2005,Origins (<=2017),conversational,modeling,instrumental,Modularized user modeling in conversational recommender systems
On the evaluation of dynamic critiquing: A large-scale user ,2005,Origins (<=2017),conversational,feedback,instrumental,On the evaluation of dynamic critiquing: A large-scale user study
10.1007/11768012_25,2006,Origins (<=2017),conversational,feedback,instrumental,A comparative study of compound critique generation in conversational recommende
10.1007/11768012_25,2006,Origins (<=2017),conversational,preference,instrumental,A comparative study of compound critique generation in conversational recommende
10.1007/11768012_25,2006,Origins (<=2017),conversational,attribute,instrumental,A comparative study of compound critique generation in conversational recommende
10.1007/11768012_25,2006,Origins (<=2017),interaction,attribute,instrumental,A comparative study of compound critique generation in conversational recommende
10.1007/11768012_25,2006,Origins (<=2017),interactive,attribute,instrumental,A comparative study of compound critique generation in conversational recommende
10.1145/1297231.1297246,2007,Origins (<=2017),interaction,simulation,instrumental,Conversational recommenders with adaptive suggestions
Emergent conversational recommendations: A dialogue behavior,2007,Origins (<=2017),dialogue,model,instrumental,Emergent conversational recommendations: A dialogue behavior approach
Emergent conversational recommendations: A dialogue behavior,2007,Origins (<=2017),dialogue,model,instrumental,Emergent conversational recommendations: A dialogue behavior approach
10.1145/1250910.1250929,2007,Origins (<=2017),conversational,attribute,instrumental,Evaluating compound critiquing recommenders: A real-user study
10.1145/1282100.1282114,2007,Origins (<=2017),interactive,learning,instrumental,Learning and adaptivity in interactive recommender systems
10.1145/1282100.1282114,2007,Origins (<=2017),interaction,learn,instrumental,Learning and adaptivity in interactive recommender systems
10.4018/978-1-59904-108-7.ch013,2007,Origins (<=2017),conversational,model,instrumental,Modeling knowledge and reasoning in conversational recommendation agents
Proceedings ABIS 2007 - 15th Workshop on Adaptivity and User,2007,Origins (<=2017),interactive,modeling,instrumental,Proceedings ABIS 2007 - 15th Workshop on Adaptivity and User Modeling in Interac
Proceedings ABIS 2007 - 15th Workshop on Adaptivity and User,2007,Origins (<=2017),conversational,model,instrumental,Proceedings ABIS 2007 - 15th Workshop on Adaptivity and User Modeling in Interac
Towards learning user-adaptive state models in a conversatio,2007,Origins (<=2017),conversational,model,instrumental,Towards learning user-adaptive state models in a conversational recommender syst
10.1145/1409540.1409584,2008,Origins (<=2017),interaction,model,instrumental,Adapting the interaction state model in conversational recommender systems
10.1145/1409540.1409584,2008,Origins (<=2017),conversational,model,instrumental,Adapting the interaction state model in conversational recommender systems
10.1145/1409540.1409584,2008,Origins (<=2017),interaction,learn,instrumental,Adapting the interaction state model in conversational recommender systems
10.1145/1409540.1409584,2008,Origins (<=2017),interaction,feature,instrumental,Adapting the interaction state model in conversational recommender systems
10.1007/978-3-540-85502-6_27,2008,Origins (<=2017),conversational,model,instrumental,Conversational case-based recommendations exploiting a structured case model
10.1007/978-3-540-85502-6_27,2008,Origins (<=2017),conversational,model,instrumental,Conversational case-based recommendations exploiting a structured case model
10.1007/978-3-540-85502-6_27,2008,Origins (<=2017),conversational,capture,instrumental,Conversational case-based recommendations exploiting a structured case model
10.1145/1639714.1639754,2009,Origins (<=2017),conversational,preference,instrumental,Adaptive tradeoff explanations in conversational recommenders
10.4018/978-1-60566-818-5.ch005,2009,Origins (<=2017),conversational,preference,instrumental,Exploiting a map-based interface in conversational recommender systems for mobil
10.1145/1557914.1557930,2009,Origins (<=2017),conversational,model,instrumental,Improving recommender systems with adaptive conversational strategies
10.1145/1557914.1557930,2009,Origins (<=2017),interaction,model,instrumental,Improving recommender systems with adaptive conversational strategies
10.1145/1639714.1639732,2009,Origins (<=2017),conversational,simulation,instrumental,Regret-based optimal recommendation sets in conversational recommender systems
2010 International Conference on Information and Emerging Te,2010,Origins (<=2017),conversational,policy,instrumental,"2010 International Conference on Information and Emerging Technologies, ICIET 20"
10.1109/ICIET.2010.5625742,2010,Origins (<=2017),conversational,policy,instrumental,Analyzing optimal behavior policies in conversational recommender systems
10.1109/ICIET.2010.5625742,2010,Origins (<=2017),conversational,policy,instrumental,Analyzing optimal behavior policies in conversational recommender systems
10.1007/978-3-319-02958-0_2,2013,Origins (<=2017),conversational,feedback,instrumental,A conversational collaborative filtering approach to recommendation
10.1145/2507157.2507217,2013,Origins (<=2017),conversational,profile,instrumental,Acquiring user profiles from implicit feedback in a conversational recommender s
10.1145/2507157.2507217,2013,Origins (<=2017),conversational,feedback,instrumental,Acquiring user profiles from implicit feedback in a conversational recommender s
10.1145/2507157.2507217,2013,Origins (<=2017),conversational,query,instrumental,Acquiring user profiles from implicit feedback in a conversational recommender s
10.1145/2507157.2507217,2013,Origins (<=2017),conversational,query,instrumental,Acquiring user profiles from implicit feedback in a conversational recommender s
10.1007/978-3-642-41575-3_28,2013,Origins (<=2017),conversational,preference,instrumental,Comparative preferences induction methods for conversational recommenders
10.1007/978-3-642-38844-6_41,2013,Origins (<=2017),conversational,query,instrumental,Suggesting query revisions in conversational recommender systems
10.1007/978-3-642-38844-6_41,2013,Origins (<=2017),conversational,elicit,instrumental,Suggesting query revisions in conversational recommender systems
10.1007/978-3-642-38844-6_41,2013,Origins (<=2017),conversational,preference,instrumental,Suggesting query revisions in conversational recommender systems
10.1007/978-3-642-38844-6_41,2013,Origins (<=2017),interaction,preference,instrumental,Suggesting query revisions in conversational recommender systems
The role of social signals in telecommunication: Experimenta,2013,Origins (<=2017),conversational,signal,instrumental,The role of social signals in telecommunication: Experimental design
The role of social signals in telecommunication: Experimenta,2013,Origins (<=2017),conversational,feedback,instrumental,The role of social signals in telecommunication: Experimental design
The role of social signals in telecommunication: Experimenta,2013,Origins (<=2017),interaction,signal,instrumental,The role of social signals in telecommunication: Experimental design
The role of social signals in telecommunication: Experimenta,2013,Origins (<=2017),conversational,feedback,instrumental,The role of social signals in telecommunication: Experimental design
10.1007/978-3-642-39878-0_11,2013,Origins (<=2017),conversational,preference,instrumental,Utilsim: Iteratively helping users discover their preferences
10.1007/978-3-642-39878-0_11,2013,Origins (<=2017),interaction,simulate,instrumental,Utilsim: Iteratively helping users discover their preferences
10.1007/978-3-642-39878-0_11,2013,Origins (<=2017),interaction,preference,instrumental,Utilsim: Iteratively helping users discover their preferences
10.1007/978-3-642-39878-0_11,2013,Origins (<=2017),conversational,preference,instrumental,Utilsim: Iteratively helping users discover their preferences
10.1007/978-3-642-39878-0_11,2013,Origins (<=2017),conversational,feedback,instrumental,Utilsim: Iteratively helping users discover their preferences
10.1109/ICoICT.2014.6914058,2014,Origins (<=2017),interaction,preference,instrumental,A framework of conversational recommender system based on user functional requir
10.1007/978-3-319-08786-3_22,2014,Origins (<=2017),conversational,feedback,instrumental,Collaborative compound critiquing
10.1145/2809643.2809647,2015,Origins (<=2017),conversational,feedback,instrumental,A multimodal framework for recognizing emotional feedback in conversational reco
10.1145/2809643.2809647,2015,Origins (<=2017),conversational,feedback,instrumental,A multimodal framework for recognizing emotional feedback in conversational reco
10.1145/2809643.2809647,2015,Origins (<=2017),conversation,preference,instrumental,A multimodal framework for recognizing emotional feedback in conversational reco
ACM International Conference Proceeding Series,2015,Origins (<=2017),conversational,feedback,instrumental,ACM International Conference Proceeding Series
10.1145/2792838.2799678,2015,Origins (<=2017),conversational,feedback,instrumental,Making the most of preference feedback by modeling feature dependencies
10.1145/2792838.2799678,2015,Origins (<=2017),conversational,model,instrumental,Making the most of preference feedback by modeling feature dependencies
10.1145/2792838.2799678,2015,Origins (<=2017),conversational,feature,instrumental,Making the most of preference feedback by modeling feature dependencies
10.1145/2792838.2799678,2015,Origins (<=2017),conversational,feedback,instrumental,Making the most of preference feedback by modeling feature dependencies
10.1145/2792838.2799678,2015,Origins (<=2017),conversational,preference,instrumental,Making the most of preference feedback by modeling feature dependencies
10.12928/TELKOMNIKA.v14i4.4234,2016,Origins (<=2017),interaction,model,instrumental,Factors influencing user's adoption of conversational recommender system based o
10.12928/TELKOMNIKA.v14i4.4234,2016,Origins (<=2017),interaction,model,instrumental,Factors influencing user's adoption of conversational recommender system based o
Learning a region of user's preference for product recommend,2016,Origins (<=2017),conversational,preference,instrumental,Learning a region of user's preference for product recommendation
Learning a region of user's preference for product recommend,2016,Origins (<=2017),conversational,simulate,instrumental,Learning a region of user's preference for product recommendation
Learning a region of user's preference for product recommend,2016,Origins (<=2017),conversation,learn,instrumental,Learning a region of user's preference for product recommendation
Learning a region of user's preference for product recommend,2016,Origins (<=2017),conversation,preference,instrumental,Learning a region of user's preference for product recommendation
Learning a region of user's preference for product recommend,2016,Origins (<=2017),conversation,learn,instrumental,Learning a region of user's preference for product recommendation
An automatic procedure for generating datasets for conversat,2017,Origins (<=2017),dialogue,preference,instrumental,An automatic procedure for generating datasets for conversational recommender sy
10.1109/ICODSE.2016.7936151,2017,Origins (<=2017),conversation,simulate,instrumental,Design of knowledge for conversational recommender system based on product funct
10.1109/ICoICT.2017.8074656,2017,Origins (<=2017),conversational,preference,instrumental,Evaluating functional requirements-based compound critiquing on conversational r
